"ref_area","source","indicator","sex","classif1","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_0-1","1977",1471,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_2","1977",665,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_3","1977",1694,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_4","1977",1068,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_5","1977",1221,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_6","1977",569,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_7-9","1977",2962,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_TOTAL","1977",6032,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_0-1","1977",752,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_2","1977",520,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_3","1977",413,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_4","1977",690,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_5","1977",595,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_6","1977",454,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_7-9","1977",2609,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_TOTAL","1977",3619,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_0-1","1977",719,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_2","1977",146,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_3","1977",1281,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_4","1977",378,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_5","1977",626,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_6","1977",116,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_7-9","1977",354,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","1976",9477,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_TOTAL","1976",5964,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_TOTAL","1976",3513,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_TOTAL","1976",9477,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_0-1","1976",1435,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_2","1976",638,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_3","1976",1665,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_4","1976",1026,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_5","1976",1154,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_6","1976",567,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_7-9","1976",2992,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_TOTAL","1976",5964,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_0-1","1976",744,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_2","1976",509,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_3","1976",410,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_4","1976",662,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_5","1976",566,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_6","1976",453,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_7-9","1976",2620,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_TOTAL","1976",3513,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_0-1","1976",690,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_2","1976",130,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_3","1976",1255,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_4","1976",364,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_5","1976",588,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_6","1976",114,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_7-9","1976",372,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","1975",9284,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_TOTAL","1975",5903,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_TOTAL","1975",3381,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_TOTAL","1975",9284,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_0-1","1975",1399,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_2","1975",609,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_3","1975",1628,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_4","1975",1031,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_5","1975",1131,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_6","1975",569,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_7-9","1975",2918,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_TOTAL","1975",5903,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_0-1","1975",719,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_2","1975",495,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_3","1975",407,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_4","1975",680,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_5","1975",570,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_6","1975",465,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_7-9","1975",2567,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_TOTAL","1975",3381,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_0-1","1975",680,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_2","1975",114,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_3","1975",1221,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_4","1975",351,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_5","1975",561,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_6","1975",103,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_7-9","1975",351,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","1974",8951,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_TOTAL","1974",5836,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_TOTAL","1974",3115,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_TOTAL","1974",8951,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_0-1","1974",1300,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_2","1974",532,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_3","1974",1514,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_4","1974",961,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_5","1974",1072,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_6","1974",560,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_7-9","1974",3013,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_TOTAL","1974",5836,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_0-1","1974",684,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_2","1974",447,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_3","1974",404,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_4","1974",647,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_5","1974",522,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_6","1974",491,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_7-9","1974",2642,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_TOTAL","1974",3115,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_0-1","1974",616,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_2","1974",85,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_3","1974",1110,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_4","1974",314,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_5","1974",550,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_6","1974",70,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_7-9","1974",370,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","1973",8595,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_TOTAL","1973",5647,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_TOTAL","1973",2951,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_TOTAL","1973",8595,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_0-1","1973",1248,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_2","1973",492,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_3","1973",1435,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_4","1973",922,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_5","1973",1027,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_6","1973",557,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO68_7-9","1973",2912,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_TOTAL","1973",5647,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_0-1","1973",657,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_2","1973",407,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_3","1973",392,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_4","1973",627,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_5","1973",508,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_6","1973",493,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO68_7-9","1973",2561,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_TOTAL","1973",2951,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_0-1","1973",592,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_2","1973",85,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_3","1973",1043,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_4","1973",295,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_5","1973",519,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_6","1973",64,,,,"S4:34_S5:42"
"CAN","BA:147","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO68_7-9","1973",351,,,,"S4:34_S5:42"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2025",4885.853,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2025",2575.34,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2025",1915.099,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2025",284.276,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2025",111.138,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_TOTAL","2025",2584.607,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_L3-4","2025",1371.575,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_L2","2025",1024.175,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_L1","2025",133.007,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_X","2025",55.85,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_TOTAL","2025",2301.246,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_L3-4","2025",1203.765,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_L2","2025",890.924,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_L1","2025",151.268,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_X","2025",55.288,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2025",4885.853,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2025",428.523,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2025",1301.727,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2025",845.09,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2025",563.854,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2025",642.362,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_6","2025",96.628,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2025",434.478,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2025",177.778,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2025",284.276,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_0","2025",5.709,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2025",105.429,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO08_TOTAL","2025",2584.607,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO08_1","2025",282.784,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO08_2","2025",656.334,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO08_3","2025",432.457,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO08_4","2025",216.216,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO08_5","2025",212.265,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO08_6","2025",73.469,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO08_7","2025",377.633,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO08_8","2025",144.592,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO08_9","2025",133.007,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO08_0","2025",5.587,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_ISCO08_X","2025",50.263,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO08_TOTAL","2025",2301.246,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO08_1","2025",145.739,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO08_2","2025",645.394,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO08_3","2025",412.633,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO08_4","2025",347.638,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO08_5","2025",430.097,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO08_6","2025",23.159,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO08_7","2025",56.844,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO08_8","2025",33.185,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO08_9","2025",151.268,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO08_0","2025",,"U",,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO08_X","2025",55.166,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2024",4875.482,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2024",2530.441,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2024",1940.35,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2024",286.505,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2024",118.187,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_TOTAL","2024",2582.596,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_L3-4","2024",1339.556,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_L2","2024",1051.477,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_L1","2024",130.992,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_X","2024",60.57,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_TOTAL","2024",2292.887,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_L3-4","2024",1190.884,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_L2","2024",888.872,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_L1","2024",155.513,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_X","2024",57.617,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2024",4875.482,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2024",421.885,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2024",1289.981,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2024",818.575,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2024",579.325,,,,"R1:3513"
"CHE","BA:253","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2024",630.26,,,,"R1:3513"
