iso3,nace,exposure,year,dlp_hw,flag
CZE,C,control,2009,-2.3,
CZE,C,control,2010,11.4,
CZE,C,control,2011,7.6,
CZE,C,control,2012,-3.3,
CZE,C,control,2013,-0.8,
CZE,C,control,2014,1.8,
CZE,C,control,2015,5.0,
CZE,C,control,2016,2.6,
CZE,C,control,2017,7.6,
CZE,C,control,2018,0.9,
CZE,C,control,2019,7.0,
CZE,C,control,2020,0.0,
CZE,C,control,2021,-1.7,
CZE,C,control,2022,6.1,
CZE,C,control,2023,5.1,
CZE,C,control,2024,-2.5,
CZE,C,control,2025,2.4,
CZE,F,control,2000,-3.9,
CZE,F,control,2001,5.7,
CZE,F,control,2002,3.1,
CZE,F,control,2003,1.1,
CZE,F,control,2004,3.9,
CZE,F,control,2005,1.3,
CZE,F,control,2006,-0.1,
CZE,F,control,2007,4.4,
CZE,F,control,2008,-5.3,
CZE,F,control,2009,0.0,
CZE,F,control,2010,1.0,
CZE,F,control,2011,1.0,
CZE,F,control,2012,-2.7,
CZE,F,control,2013,4.8,
CZE,F,control,2014,8.8,
CZE,F,control,2015,4.4,
CZE,F,control,2016,-4.2,
CZE,F,control,2017,1.2,
CZE,F,control,2018,0.2,
CZE,F,control,2019,-1.8,
CZE,F,control,2020,-3.2,
CZE,F,control,2021,-5.6,
CZE,F,control,2022,-10.0,
CZE,F,control,2023,-4.2,
CZE,F,control,2024,4.7,
CZE,F,control,2025,-0.6,
CZE,G-I,control,2000,7.1,
CZE,G-I,control,2001,9.0,
CZE,G-I,control,2002,3.1,
CZE,G-I,control,2003,7.4,
CZE,G-I,control,2004,3.0,
CZE,G-I,control,2005,5.2,
CZE,G-I,control,2006,4.7,
CZE,G-I,control,2007,7.5,
CZE,G-I,control,2008,-3.7,
CZE,G-I,control,2009,-12.1,
CZE,G-I,control,2010,3.7,
CZE,G-I,control,2011,1.2,
CZE,G-I,control,2012,0.9,
CZE,G-I,control,2013,-0.4,
CZE,G-I,control,2014,2.5,
CZE,G-I,control,2015,6.6,
CZE,G-I,control,2016,0.1,
CZE,G-I,control,2017,8.8,
CZE,G-I,control,2018,3.2,
CZE,G-I,control,2019,4.4,
CZE,G-I,control,2020,0.7,
CZE,G-I,control,2021,4.3,
CZE,G-I,control,2022,-5.5,
CZE,G-I,control,2023,-6.2,
CZE,G-I,control,2024,-1.3,
CZE,G-I,control,2025,5.3,
CZE,J,exposed,2000,5.4,
CZE,J,exposed,2001,11.5,
CZE,J,exposed,2002,2.6,
CZE,J,exposed,2003,7.1,
CZE,J,exposed,2004,-0.6,
CZE,J,exposed,2005,4.6,
CZE,J,exposed,2006,5.2,
CZE,J,exposed,2007,6.4,
CZE,J,exposed,2008,-5.3,
CZE,J,exposed,2009,-5.4,
CZE,J,exposed,2010,2.9,
CZE,J,exposed,2011,4.6,
CZE,J,exposed,2012,-1.6,
CZE,J,exposed,2013,2.1,
CZE,J,exposed,2014,3.0,
CZE,J,exposed,2015,10.1,
CZE,J,exposed,2016,-1.2,
CZE,J,exposed,2017,4.2,
CZE,J,exposed,2018,5.0,
CZE,J,exposed,2019,10.8,
CZE,J,exposed,2020,4.0,
CZE,J,exposed,2021,8.4,
CZE,J,exposed,2022,-1.2,
CZE,J,exposed,2023,0.8,
CZE,J,exposed,2024,0.7,
CZE,J,exposed,2025,7.3,
CZE,K,exposed,2000,-9.1,
CZE,K,exposed,2001,10.2,
CZE,K,exposed,2002,-30.8,
CZE,K,exposed,2003,26.4,
CZE,K,exposed,2004,6.9,
CZE,K,exposed,2005,-0.5,
CZE,K,exposed,2006,1.5,
CZE,K,exposed,2007,15.3,
CZE,K,exposed,2008,7.3,
CZE,K,exposed,2009,7.3,
CZE,K,exposed,2010,2.1,
CZE,K,exposed,2011,-3.6,
CZE,K,exposed,2012,-4.2,
CZE,K,exposed,2013,7.8,
CZE,K,exposed,2014,-3.1,
CZE,K,exposed,2015,10.9,
CZE,K,exposed,2016,7.0,
CZE,K,exposed,2017,10.1,
CZE,K,exposed,2018,7.9,
CZE,K,exposed,2019,3.5,
CZE,K,exposed,2020,13.7,
CZE,K,exposed,2021,9.5,
CZE,K,exposed,2022,-5.7,
CZE,K,exposed,2023,2.4,
CZE,K,exposed,2024,-1.1,
CZE,K,exposed,2025,10.2,
CZE,M,exposed,2000,-2.3,
CZE,M,exposed,2001,12.4,
CZE,M,exposed,2002,9.2,
CZE,M,exposed,2003,-3.0,
CZE,M,exposed,2004,0.2,
CZE,M,exposed,2005,1.8,
CZE,M,exposed,2006,-5.9,
CZE,M,exposed,2007,4.1,
CZE,M,exposed,2008,-3.8,
CZE,M,exposed,2009,-4.7,
CZE,M,exposed,2010,2.3,
CZE,M,exposed,2011,1.9,
CZE,M,exposed,2012,7.0,
CZE,M,exposed,2013,0.3,
CZE,M,exposed,2014,-1.7,
CZE,M,exposed,2015,4.9,
CZE,M,exposed,2016,-1.9,
CZE,M,exposed,2017,1.4,
CZE,M,exposed,2018,2.6,
CZE,M,exposed,2019,6.0,
CZE,M,exposed,2020,5.5,
CZE,M,exposed,2021,6.2,
CZE,M,exposed,2022,0.0,
CZE,M,exposed,2023,1.5,
CZE,M,exposed,2024,-2.1,
DEU,C,control,2000,7.4,
DEU,C,control,2001,2.0,
DEU,C,control,2002,-0.5,
DEU,C,control,2003,3.6,
DEU,C,control,2004,4.2,
DEU,C,control,2005,4.4,
DEU,C,control,2006,8.8,
DEU,C,control,2007,2.9,
DEU,C,control,2008,-4.1,
DEU,C,control,2009,-12.4,
DEU,C,control,2010,17.3,
DEU,C,control,2011,5.3,
DEU,C,control,2012,-1.6,
DEU,C,control,2013,-0.5,
DEU,C,control,2014,3.9,
DEU,C,control,2015,0.1,
DEU,C,control,2016,4.0,
DEU,C,control,2017,3.1,
DEU,C,control,2018,0.1,
DEU,C,control,2019,-1.0,
DEU,C,control,2020,-2.0,
DEU,C,control,2021,7.3,
DEU,C,control,2022,2.5,p
DEU,C,control,2023,-0.9,p
DEU,C,control,2024,-3.2,p
DEU,C,control,2025,2.0,p
DEU,F,control,2000,1.6,
DEU,F,control,2001,1.0,
DEU,F,control,2002,0.7,
DEU,F,control,2003,0.3,
DEU,F,control,2004,-0.6,
DEU,F,control,2005,-0.4,
DEU,F,control,2006,-2.4,
DEU,F,control,2007,-3.2,
DEU,F,control,2008,-1.9,
DEU,F,control,2009,-1.2,
DEU,F,control,2010,2.3,
DEU,F,control,2011,1.8,
DEU,F,control,2012,-0.1,
DEU,F,control,2013,-0.3,
DEU,F,control,2014,0.3,
DEU,F,control,2015,-2.5,
DEU,F,control,2016,1.4,
DEU,F,control,2017,0.7,
DEU,F,control,2018,1.1,
DEU,F,control,2019,-4.2,
DEU,F,control,2020,3.1,
DEU,F,control,2021,-5.8,
DEU,F,control,2022,-11.5,p
DEU,F,control,2023,-3.7,p
DEU,F,control,2024,-2.8,p
DEU,F,control,2025,-1.4,p
DEU,G-I,control,2000,3.1,
DEU,G-I,control,2001,5.4,
DEU,G-I,control,2002,2.8,
DEU,G-I,control,2003,4.6,
DEU,G-I,control,2004,2.6,
DEU,G-I,control,2005,3.9,
DEU,G-I,control,2006,7.0,
DEU,G-I,control,2007,1.4,
DEU,G-I,control,2008,-0.1,
DEU,G-I,control,2009,-4.0,
DEU,G-I,control,2010,-2.2,
DEU,G-I,control,2011,3.1,
DEU,G-I,control,2012,3.1,
DEU,G-I,control,2013,0.7,
DEU,G-I,control,2014,1.2,
DEU,G-I,control,2015,1.7,
DEU,G-I,control,2016,1.5,
DEU,G-I,control,2017,3.8,
DEU,G-I,control,2018,0.9,
DEU,G-I,control,2019,2.7,
DEU,G-I,control,2020,-0.4,
DEU,G-I,control,2021,3.8,
DEU,G-I,control,2022,2.3,p
DEU,G-I,control,2023,-2.4,p
DEU,G-I,control,2024,0.4,p
DEU,G-I,control,2025,2.2,p
DEU,J,exposed,2000,-0.4,
DEU,J,exposed,2001,5.6,
DEU,J,exposed,2002,3.5,
DEU,J,exposed,2003,-6.3,
DEU,J,exposed,2004,6.5,
DEU,J,exposed,2005,-2.6,
DEU,J,exposed,2006,6.1,
DEU,J,exposed,2007,10.0,
DEU,J,exposed,2008,2.9,
DEU,J,exposed,2009,1.3,
DEU,J,exposed,2010,1.2,
DEU,J,exposed,2011,10.4,
DEU,J,exposed,2012,3.7,
DEU,J,exposed,2013,3.7,
DEU,J,exposed,2014,3.1,
DEU,J,exposed,2015,1.3,
DEU,J,exposed,2016,-1.1,
DEU,J,exposed,2017,3.4,
DEU,J,exposed,2018,5.7,
DEU,J,exposed,2019,0.5,
DEU,J,exposed,2020,0.1,
DEU,J,exposed,2021,1.9,
DEU,J,exposed,2022,-3.3,p
DEU,J,exposed,2023,5.1,p
DEU,J,exposed,2024,1.8,p
DEU,J,exposed,2025,2.4,p
DEU,K,exposed,2000,-6.9,
DEU,K,exposed,2001,5.3,
DEU,K,exposed,2002,-4.2,
DEU,K,exposed,2003,-13.4,
DEU,K,exposed,2004,-5.6,
DEU,K,exposed,2005,-0.4,
DEU,K,exposed,2006,-4.1,
DEU,K,exposed,2007,3.3,
DEU,K,exposed,2008,0.0,
DEU,K,exposed,2009,-4.0,
DEU,K,exposed,2010,6.8,
DEU,K,exposed,2011,6.7,
DEU,K,exposed,2012,-0.2,
DEU,K,exposed,2013,6.7,
DEU,K,exposed,2014,-3.7,
DEU,K,exposed,2015,1.8,
DEU,K,exposed,2016,-2.4,
DEU,K,exposed,2017,7.0,
DEU,K,exposed,2018,-3.3,
DEU,K,exposed,2019,5.6,
DEU,K,exposed,2020,5.3,
DEU,K,exposed,2021,5.4,
DEU,K,exposed,2022,-5.7,p
DEU,K,exposed,2023,-1.6,p
DEU,K,exposed,2024,-2.5,p
DEU,K,exposed,2025,-4.1,p
DEU,M,exposed,2000,-1.0,
DEU,M,exposed,2001,0.9,
DEU,M,exposed,2002,-0.9,
DEU,M,exposed,2003,-2.9,
DEU,M,exposed,2004,-7.2,
DEU,M,exposed,2005,-0.8,
DEU,M,exposed,2006,-2.4,
DEU,M,exposed,2007,-1.6,
DEU,M,exposed,2008,-0.9,
DEU,M,exposed,2009,-13.4,
DEU,M,exposed,2010,0.6,
DEU,M,exposed,2011,0.7,
DEU,M,exposed,2012,-0.6,
DEU,M,exposed,2013,-0.9,
DEU,M,exposed,2014,-2.4,
DEU,M,exposed,2015,3.0,
DEU,M,exposed,2016,3.7,
DEU,M,exposed,2017,5.3,
DEU,M,exposed,2018,2.1,
DEU,M,exposed,2019,-3.5,
DEU,M,exposed,2020,4.9,
DEU,M,exposed,2021,5.3,
DEU,M,exposed,2022,-3.2,p
DEU,M,exposed,2023,1.9,p
DEU,M,exposed,2024,1.2,p
DNK,C,control,2000,3.4,
DNK,C,control,2001,1.0,
DNK,C,control,2002,1.0,
DNK,C,control,2003,4.2,
DNK,C,control,2004,5.7,
DNK,C,control,2005,1.0,
DNK,C,control,2006,6.8,
DNK,C,control,2007,0.6,
DNK,C,control,2008,0.4,
DNK,C,control,2009,1.0,
DNK,C,control,2010,10.2,
DNK,C,control,2011,3.8,
DNK,C,control,2012,5.0,
DNK,C,control,2013,7.8,
DNK,C,control,2014,1.6,
DNK,C,control,2015,-0.9,
DNK,C,control,2016,2.3,
DNK,C,control,2017,7.9,
DNK,C,control,2018,4.5,
DNK,C,control,2019,5.8,
DNK,C,control,2020,-3.9,
DNK,C,control,2021,10.1,
DNK,C,control,2022,9.5,
DNK,C,control,2023,9.8,
DNK,C,control,2024,17.4,
DNK,C,control,2025,6.6,
DNK,F,control,2000,-3.3,
DNK,F,control,2001,-6.4,
DNK,F,control,2002,1.7,
DNK,F,control,2003,6.6,
DNK,F,control,2004,-0.8,
DNK,F,control,2005,-3.6,
DNK,F,control,2006,3.1,
DNK,F,control,2007,-3.3,
DNK,F,control,2008,6.4,
DNK,F,control,2009,2.4,
DNK,F,control,2010,-5.1,
DNK,F,control,2011,0.9,
DNK,F,control,2012,4.2,
DNK,F,control,2013,2.5,
DNK,F,control,2014,2.4,
DNK,F,control,2015,7.2,
DNK,F,control,2016,4.9,
DNK,F,control,2017,1.0,
DNK,F,control,2018,-4.7,
DNK,F,control,2019,-4.1,
DNK,F,control,2020,0.4,
DNK,F,control,2021,-2.1,
DNK,F,control,2022,-5.4,
DNK,F,control,2023,-5.7,
DNK,F,control,2024,0.4,
DNK,F,control,2025,-1.3,
DNK,G-I,control,2000,4.0,
DNK,G-I,control,2001,0.7,
DNK,G-I,control,2002,0.2,
DNK,G-I,control,2003,0.9,
DNK,G-I,control,2004,1.1,
DNK,G-I,control,2005,2.8,
DNK,G-I,control,2006,3.9,
DNK,G-I,control,2007,0.7,
DNK,G-I,control,2008,-8.1,
DNK,G-I,control,2009,-1.2,
DNK,G-I,control,2010,7.0,
DNK,G-I,control,2011,0.8,
DNK,G-I,control,2012,0.8,
DNK,G-I,control,2013,2.6,
DNK,G-I,control,2014,0.8,
DNK,G-I,control,2015,1.6,
DNK,G-I,control,2016,-0.2,
DNK,G-I,control,2017,2.3,
DNK,G-I,control,2018,3.4,
DNK,G-I,control,2019,-0.4,
DNK,G-I,control,2020,7.7,
DNK,G-I,control,2021,-1.9,
DNK,G-I,control,2022,-6.2,
DNK,G-I,control,2023,2.0,
DNK,G-I,control,2024,-0.5,
DNK,G-I,control,2025,6.0,
DNK,J,exposed,2000,2.3,
DNK,J,exposed,2001,3.0,
DNK,J,exposed,2002,8.8,
DNK,J,exposed,2003,16.1,
DNK,J,exposed,2004,7.2,
DNK,J,exposed,2005,6.2,
DNK,J,exposed,2006,1.4,
DNK,J,exposed,2007,10.1,
DNK,J,exposed,2008,11.0,
DNK,J,exposed,2009,3.6,
DNK,J,exposed,2010,4.4,
DNK,J,exposed,2011,5.1,
DNK,J,exposed,2012,3.2,
DNK,J,exposed,2013,9.1,
DNK,J,exposed,2014,1.6,
DNK,J,exposed,2015,8.0,
DNK,J,exposed,2016,6.7,
DNK,J,exposed,2017,1.5,
DNK,J,exposed,2018,1.7,
DNK,J,exposed,2019,4.7,
DNK,J,exposed,2020,2.3,
DNK,J,exposed,2021,-2.6,
DNK,J,exposed,2022,0.4,
DNK,J,exposed,2023,7.6,
DNK,J,exposed,2024,6.5,
DNK,J,exposed,2025,5.3,
DNK,K,exposed,2000,4.1,
DNK,K,exposed,2001,-0.9,
DNK,K,exposed,2002,8.4,
DNK,K,exposed,2003,4.6,
DNK,K,exposed,2004,9.7,
DNK,K,exposed,2005,13.9,
DNK,K,exposed,2006,5.5,
DNK,K,exposed,2007,7.6,
DNK,K,exposed,2008,8.2,
DNK,K,exposed,2009,-9.6,
DNK,K,exposed,2010,2.6,
DNK,K,exposed,2011,-5.1,
DNK,K,exposed,2012,2.2,
DNK,K,exposed,2013,3.5,
DNK,K,exposed,2014,4.1,
DNK,K,exposed,2015,-6.8,
DNK,K,exposed,2016,3.4,
DNK,K,exposed,2017,-0.4,
DNK,K,exposed,2018,4.9,
DNK,K,exposed,2019,-5.1,
DNK,K,exposed,2020,8.5,
DNK,K,exposed,2021,4.4,
DNK,K,exposed,2022,-12.2,
DNK,K,exposed,2023,-5.4,
DNK,K,exposed,2024,4.3,
DNK,K,exposed,2025,5.7,
DNK,M,exposed,2000,-2.0,
DNK,M,exposed,2001,-0.9,
DNK,M,exposed,2002,-8.3,
DNK,M,exposed,2003,-5.2,
DNK,M,exposed,2004,4.3,
DNK,M,exposed,2005,5.2,
DNK,M,exposed,2006,-0.8,
DNK,M,exposed,2007,-10.1,
DNK,M,exposed,2008,3.2,
DNK,M,exposed,2009,-2.6,
DNK,M,exposed,2010,0.0,
DNK,M,exposed,2011,-2.8,
DNK,M,exposed,2012,-3.8,
DNK,M,exposed,2013,2.7,
DNK,M,exposed,2014,0.2,
DNK,M,exposed,2015,2.5,
DNK,M,exposed,2016,9.4,
DNK,M,exposed,2017,1.1,
DNK,M,exposed,2018,2.6,
DNK,M,exposed,2019,2.4,
DNK,M,exposed,2020,2.3,
DNK,M,exposed,2021,5.3,
DNK,M,exposed,2022,-11.1,
DNK,M,exposed,2023,-1.7,
DNK,M,exposed,2024,9.7,
DNK,M,exposed,2025,5.5,
ESP,C,control,2000,1.3,
ESP,C,control,2001,3.3,
ESP,C,control,2002,1.1,
ESP,C,control,2003,1.5,
ESP,C,control,2004,1.0,
ESP,C,control,2005,2.4,
ESP,C,control,2006,4.4,
ESP,C,control,2007,3.4,
ESP,C,control,2008,-2.0,
ESP,C,control,2009,2.0,
ESP,C,control,2010,2.8,
ESP,C,control,2011,2.9,
ESP,C,control,2012,2.7,
ESP,C,control,2013,4.1,
ESP,C,control,2014,3.3,
ESP,C,control,2015,2.2,
ESP,C,control,2016,0.0,
ESP,C,control,2017,1.6,
ESP,C,control,2018,-2.7,
ESP,C,control,2019,-1.5,
ESP,C,control,2020,-5.8,
ESP,C,control,2021,10.4,
ESP,C,control,2022,2.8,
ESP,C,control,2023,-1.3,p
ESP,C,control,2024,1.3,p
ESP,C,control,2025,-0.4,p
ESP,F,control,2000,-7.8,
ESP,F,control,2001,-1.9,
ESP,F,control,2002,-1.6,
ESP,F,control,2003,-1.9,
ESP,F,control,2004,-2.8,
ESP,F,control,2005,-2.8,
ESP,F,control,2006,-2.3,
ESP,F,control,2007,-3.6,
ESP,F,control,2008,10.6,
ESP,F,control,2009,16.5,
ESP,F,control,2010,-2.2,
ESP,F,control,2011,1.5,
ESP,F,control,2012,11.0,
ESP,F,control,2013,2.1,
ESP,F,control,2014,0.9,
ESP,F,control,2015,-2.3,
ESP,F,control,2016,0.5,
ESP,F,control,2017,-1.9,
ESP,F,control,2018,-3.9,
ESP,F,control,2019,-3.5,
ESP,F,control,2020,-2.1,
ESP,F,control,2021,-7.7,
ESP,F,control,2022,3.5,
ESP,F,control,2023,-2.2,p
ESP,F,control,2024,0.3,p
ESP,F,control,2025,1.7,p
ESP,G-I,control,2000,-1.7,
ESP,G-I,control,2001,-0.5,
ESP,G-I,control,2002,-1.6,
ESP,G-I,control,2003,-1.5,
ESP,G-I,control,2004,-1.3,
ESP,G-I,control,2005,-1.2,
ESP,G-I,control,2006,-1.1,
ESP,G-I,control,2007,-1.4,
ESP,G-I,control,2008,-2.4,
ESP,G-I,control,2009,1.8,
ESP,G-I,control,2010,2.7,
ESP,G-I,control,2011,1.8,
ESP,G-I,control,2012,2.4,
ESP,G-I,control,2013,1.1,
ESP,G-I,control,2014,0.2,
ESP,G-I,control,2015,3.2,
ESP,G-I,control,2016,0.7,
ESP,G-I,control,2017,1.3,
ESP,G-I,control,2018,0.9,
ESP,G-I,control,2019,0.4,
ESP,G-I,control,2020,-5.9,
ESP,G-I,control,2021,5.1,
ESP,G-I,control,2022,4.4,
ESP,G-I,control,2023,1.2,p
ESP,G-I,control,2024,2.7,p
ESP,G-I,control,2025,3.5,p
ESP,J,exposed,2000,6.0,
ESP,J,exposed,2001,3.9,
ESP,J,exposed,2002,1.6,
ESP,J,exposed,2003,4.1,
ESP,J,exposed,2004,0.1,
ESP,J,exposed,2005,1.5,
ESP,J,exposed,2006,-1.9,
ESP,J,exposed,2007,5.5,
ESP,J,exposed,2008,-1.0,
ESP,J,exposed,2009,-0.2,
ESP,J,exposed,2010,5.0,
ESP,J,exposed,2011,-3.5,
ESP,J,exposed,2012,6.4,
ESP,J,exposed,2013,5.1,
ESP,J,exposed,2014,6.8,
ESP,J,exposed,2015,-0.1,
ESP,J,exposed,2016,0.2,
ESP,J,exposed,2017,1.5,
ESP,J,exposed,2018,0.2,
ESP,J,exposed,2019,1.9,
ESP,J,exposed,2020,-4.1,
ESP,J,exposed,2021,0.4,
ESP,J,exposed,2022,3.4,
ESP,J,exposed,2023,3.1,p
ESP,J,exposed,2024,-7.3,p
ESP,J,exposed,2025,1.1,p
ESP,K,exposed,2000,8.7,
ESP,K,exposed,2001,10.2,
ESP,K,exposed,2002,3.9,
ESP,K,exposed,2003,3.4,
ESP,K,exposed,2004,9.0,
ESP,K,exposed,2005,10.6,
ESP,K,exposed,2006,8.3,
ESP,K,exposed,2007,5.3,
ESP,K,exposed,2008,2.8,
ESP,K,exposed,2009,-4.0,
ESP,K,exposed,2010,-1.3,
ESP,K,exposed,2011,-2.1,
ESP,K,exposed,2012,-4.4,
ESP,K,exposed,2013,-6.6,
ESP,K,exposed,2014,-2.9,
ESP,K,exposed,2015,-4.3,
ESP,K,exposed,2016,2.0,
ESP,K,exposed,2017,0.6,
ESP,K,exposed,2018,5.7,
ESP,K,exposed,2019,-6.0,
ESP,K,exposed,2020,5.4,
ESP,K,exposed,2021,-2.6,
ESP,K,exposed,2022,9.0,
ESP,K,exposed,2023,-3.0,p
ESP,K,exposed,2024,1.7,p
ESP,K,exposed,2025,-1.1,p
ESP,M,exposed,2000,2.8,
ESP,M,exposed,2001,-0.8,
ESP,M,exposed,2002,-3.5,
ESP,M,exposed,2003,0.3,
ESP,M,exposed,2004,-2.0,
ESP,M,exposed,2005,3.1,
ESP,M,exposed,2006,0.2,
ESP,M,exposed,2007,-0.2,
ESP,M,exposed,2008,-0.7,
ESP,M,exposed,2009,2.1,
ESP,M,exposed,2010,-1.2,
ESP,M,exposed,2011,5.4,
ESP,M,exposed,2012,4.2,
ESP,M,exposed,2013,0.5,
ESP,M,exposed,2014,3.6,
ESP,M,exposed,2015,1.4,
ESP,M,exposed,2016,0.2,
ESP,M,exposed,2017,1.7,
ESP,M,exposed,2018,0.8,
ESP,M,exposed,2019,0.9,
ESP,M,exposed,2020,-0.5,
ESP,M,exposed,2021,4.9,
ESP,M,exposed,2022,9.7,
ESP,M,exposed,2023,-2.3,p
ESP,M,exposed,2024,-0.6,p
EST,C,control,2000,17.4,u
EST,C,control,2001,8.8,
EST,C,control,2002,12.1,
EST,C,control,2003,2.3,
EST,C,control,2004,1.2,
EST,C,control,2005,6.4,
EST,C,control,2006,14.9,
EST,C,control,2007,8.2,
EST,C,control,2008,-4.7,
EST,C,control,2009,1.2,
EST,C,control,2010,19.1,
EST,C,control,2011,-0.1,
EST,C,control,2012,7.6,
EST,C,control,2013,3.2,
EST,C,control,2014,8.2,
EST,C,control,2015,-3.4,
EST,C,control,2016,2.0,
EST,C,control,2017,0.3,
EST,C,control,2018,8.7,
EST,C,control,2019,7.3,
EST,C,control,2020,0.4,
EST,C,control,2021,10.0,
EST,C,control,2022,-11.0,
EST,C,control,2023,-3.5,
EST,C,control,2024,8.0,
EST,C,control,2025,9.8,
EST,F,control,2000,33.5,u
EST,F,control,2001,1.6,
EST,F,control,2002,8.3,
EST,F,control,2003,-1.6,
EST,F,control,2004,2.8,
EST,F,control,2005,14.4,
EST,F,control,2006,-12.6,
EST,F,control,2007,-10.9,
EST,F,control,2008,12.1,
EST,F,control,2009,4.9,
EST,F,control,2010,25.5,
EST,F,control,2011,-3.3,
EST,F,control,2012,7.7,
EST,F,control,2013,-1.5,
EST,F,control,2014,-8.1,
EST,F,control,2015,-8.8,
EST,F,control,2016,30.5,
EST,F,control,2017,7.0,
EST,F,control,2018,10.4,
EST,F,control,2019,0.7,
EST,F,control,2020,9.4,
EST,F,control,2021,6.9,
EST,F,control,2022,-4.3,
EST,F,control,2023,-4.3,
EST,F,control,2024,-8.9,
EST,F,control,2025,-7.3,
EST,G-I,control,2000,6.5,u
EST,G-I,control,2001,8.8,
EST,G-I,control,2002,3.3,
EST,G-I,control,2003,10.3,
EST,G-I,control,2004,22.1,
EST,G-I,control,2005,-3.9,
EST,G-I,control,2006,3.9,
EST,G-I,control,2007,9.7,
EST,G-I,control,2008,-13.0,
EST,G-I,control,2009,-5.4,
EST,G-I,control,2010,10.2,
EST,G-I,control,2011,2.4,
EST,G-I,control,2012,5.4,
EST,G-I,control,2013,0.9,
EST,G-I,control,2014,-0.7,
EST,G-I,control,2015,0.4,
EST,G-I,control,2016,-0.7,
EST,G-I,control,2017,5.4,
EST,G-I,control,2018,7.3,
EST,G-I,control,2019,1.2,
EST,G-I,control,2020,-0.6,
EST,G-I,control,2021,17.0,
EST,G-I,control,2022,0.7,
EST,G-I,control,2023,-13.2,
EST,G-I,control,2024,-6.5,
EST,G-I,control,2025,-4.3,
EST,J,exposed,2000,-22.7,u
EST,J,exposed,2001,9.5,
EST,J,exposed,2002,12.2,
EST,J,exposed,2003,28.5,
EST,J,exposed,2004,-14.0,
EST,J,exposed,2005,-3.6,
EST,J,exposed,2006,11.8,
EST,J,exposed,2007,23.1,
EST,J,exposed,2008,-3.7,
EST,J,exposed,2009,8.5,
EST,J,exposed,2010,6.3,
EST,J,exposed,2011,-17.8,
EST,J,exposed,2012,2.5,
EST,J,exposed,2013,0.9,
EST,J,exposed,2014,-5.6,
EST,J,exposed,2015,-18.0,
EST,J,exposed,2016,9.1,
EST,J,exposed,2017,-3.7,
EST,J,exposed,2018,33.5,
EST,J,exposed,2019,0.5,
EST,J,exposed,2020,14.2,
EST,J,exposed,2021,-13.4,
EST,J,exposed,2022,3.9,
EST,J,exposed,2023,12.5,
EST,J,exposed,2024,-12.0,
EST,J,exposed,2025,7.8,
EST,K,exposed,2000,16.9,u
EST,K,exposed,2001,5.7,
EST,K,exposed,2002,5.8,
EST,K,exposed,2003,20.0,
EST,K,exposed,2004,31.5,
EST,K,exposed,2005,67.6,
EST,K,exposed,2006,-7.3,
EST,K,exposed,2007,-7.7,
EST,K,exposed,2008,-4.6,
EST,K,exposed,2009,-19.3,
EST,K,exposed,2010,1.2,
EST,K,exposed,2011,-26.6,
EST,K,exposed,2012,-6.3,
EST,K,exposed,2013,-11.2,
EST,K,exposed,2014,32.7,
EST,K,exposed,2015,-3.5,
EST,K,exposed,2016,-15.4,
EST,K,exposed,2017,-8.2,
EST,K,exposed,2018,14.4,
EST,K,exposed,2019,5.0,
EST,K,exposed,2020,19.9,
EST,K,exposed,2021,-22.0,
EST,K,exposed,2022,-12.2,
EST,K,exposed,2023,-6.9,
EST,K,exposed,2024,-2.4,
EST,K,exposed,2025,15.3,
EST,M,exposed,2000,6.4,e
EST,M,exposed,2001,31.5,
EST,M,exposed,2002,9.9,
EST,M,exposed,2003,2.6,
EST,M,exposed,2004,6.5,
EST,M,exposed,2005,4.0,
EST,M,exposed,2006,4.2,
EST,M,exposed,2007,3.8,
EST,M,exposed,2008,0.0,
EST,M,exposed,2009,-12.6,
EST,M,exposed,2010,0.3,
EST,M,exposed,2011,-2.1,
EST,M,exposed,2012,-3.7,
EST,M,exposed,2013,4.0,
EST,M,exposed,2014,2.0,
EST,M,exposed,2015,0.4,
EST,M,exposed,2016,-0.5,
EST,M,exposed,2017,3.2,
EST,M,exposed,2018,3.5,
EST,M,exposed,2019,8.7,
EST,M,exposed,2020,-0.9,
EST,M,exposed,2021,26.2,
EST,M,exposed,2022,6.3,
EST,M,exposed,2023,-1.8,
EST,M,exposed,2024,-3.9,
FIN,C,control,2000,12.0,
FIN,C,control,2001,3.1,
FIN,C,control,2002,6.0,
FIN,C,control,2003,6.3,
FIN,C,control,2004,6.8,
FIN,C,control,2005,4.4,
FIN,C,control,2006,10.2,
FIN,C,control,2007,8.8,
FIN,C,control,2008,-2.7,
FIN,C,control,2009,-11.9,
FIN,C,control,2010,11.2,
FIN,C,control,2011,-1.5,
FIN,C,control,2012,-10.4,
FIN,C,control,2013,6.2,
FIN,C,control,2014,2.5,
FIN,C,control,2015,1.9,
FIN,C,control,2016,5.9,
FIN,C,control,2017,7.3,
FIN,C,control,2018,-5.5,
FIN,C,control,2019,3.7,
FIN,C,control,2020,-0.9,
FIN,C,control,2021,-1.5,
FIN,C,control,2022,-8.9,
FIN,C,control,2023,-3.9,
FIN,C,control,2024,5.6,
FIN,C,control,2025,1.0,
FIN,F,control,2000,-2.1,
FIN,F,control,2001,-6.5,
FIN,F,control,2002,0.8,
FIN,F,control,2003,5.6,
FIN,F,control,2004,3.3,
